10us,Module,Name,DemangledName,Type,Attributes,Comment
0xC1A324,,dword_C1A324,dword_C1A324,_DWORD[69],array,
0xC1A43C,,byte_C1A43C,byte_C1A43C,char[],array,
0xC1A570,,_ZN9CMessages14PreviousBriefsE,CMessages::PreviousBriefs,PreviousBrief[20],array,
0xC1A7F0,,_ZN9CMessages13BriefMessagesE,CMessages::BriefMessages,Message[8],array,
0xC1A970,,_ZN9CMessages11BIGMessagesE,CMessages::BIGMessages,BigMessage[7],array,
0xC1AED8,,gGxtString2,gGxtString2,char[],array,
0xC1B100,,gGxtString,gGxtString,char[],array,
0xC1B340,,TheText,TheText,CText,,
0xC1BFD8,,renderLicensePlateTexture,renderLicensePlateTexture,RwTexture *,,
0xC1BFF8,,aAutomobileColPoints,aAutomobileColPoints,CColPoint,,
0xC1C208,,TIGER_GUN_POS,TIGER_GUN_POS,RwV3d,,
0xC1C220,,stru_C1C220,stru_C1C220,CMatrix,,
0xC1C280,,aBikeColPoints,aBikeColPoints,CColPoint,,
0xC1C94C,,dword_C1C94C,dword_C1C94C,float,,
0xC1C964,,_ZN5CHeli6pHelisE,CHeli::pHelis,CHeli *,,
0xC1C990,,_ZN5CHeli16HeliSearchLightsE,CHeli::HeliSearchLights,tHeliLight[4],array,
0xC1CAD8,,dwModelId,dwModelId,signed int,,
0xC1CB40,,cTransmission__currentVehicleSpeed,cTransmission__currentVehicleSpeed,float,,
0xC1CB58,,dword_C1CB58,dword_C1CB58,RpClump *,,
0xC1CB60,,flt_C1CB60,flt_C1CB60,float[],array,
0xC1CB64,,flt_C1CB64,flt_C1CB64,float[],array,
0xC1CB68,,dword_C1CB68,dword_C1CB68,int[],array,
0xC1CB6C,,flt_C1CB6C,flt_C1CB6C,float[],array,
0xC1CB70,,flt_C1CB70,flt_C1CB70,float[],array,
0xC1CB74,,flt_C1CB74,flt_C1CB74,float[],array,
0xC1CB78,,flt_C1CB78,flt_C1CB78,float[],array,
0xC1CB7C,,flt_C1CB7C,flt_C1CB7C,float[],array,
0xC1CB80,,flt_C1CB80,flt_C1CB80,float[],array,
0xC1CB84,,flt_C1CB84,flt_C1CB84,float[30],array,
0xC1CC02,,_ZN8CVehicle22m_bEnableMouseSteeringE,CVehicle::m_bEnableMouseSteering,void,,
0xC1CC03,,_ZN8CVehicle20m_bEnableMouseFlyingE,CVehicle::m_bEnableMouseFlying,void,,
0xC1CC08,,_ZN8CVehicle20m_aSpecialColVehicleE,CVehicle::m_aSpecialColVehicle,CColModel *[4],array,
0xC1CC78,,_ZN8CVehicle18m_aSpecialColModelE,CVehicle::m_aSpecialColModel,CColModel[4],array,
0xC1CD38,,stru_C1CD38,stru_C1CD38,CColModel,,
0xC1CDC0,,_ZN21CVehicleAnimGroupData19m_vehicleAnimGroupsE,CVehicleAnimGroupData::m_vehicleAnimGroups,CAnimGroup::Test[30],array,
0xC1F930,,stru_C1F930,stru_C1F930,List_c,,
0xC1F93C,,stru_C1F93C,stru_C1F93C,List_c,,
0xC1F968,,byte_C1F968,byte_C1F968,char[],array,
0xC21188,,word_C21188,word_C21188,__int16[],array,
0xC21214,,word_C21214,word_C21214,_WORD[70],array,
0xC212A0,,word_C212A0,word_C212A0,_WORD[70],array,
0xC2132C,,word_C2132C,word_C2132C,_WORD[70],array,
0xC213B8,,flt_C213B8,flt_C213B8,float[70],array,
0xC214D0,,word_C214D0,word_C214D0,_WORD[72],array,
0xC21560,,word_C21560,word_C21560,_WORD[70],array,
0xC215F6,,word_C215F6,word_C215F6,__int16[],array,
0xC215F9,,byte_C215F9,byte_C215F9,char[],array,
0xC215FA,,word_C215FA,word_C215FA,__int16[],array,
0xC215FC,,word_C215FC,word_C215FC,__int16[],array,
0xC21B70,,WaterZones,WaterZones,__int16[144],array,
0xC21C90,,WaterQuads,WaterQuads,CWaterQuad[301],array,
0xC22854,,WaterTriangles,WaterTriangles,CWaterTriangle[6],array,
0xC228A8,,waterclear256Raster,waterclear256Raster,RwRaster *,,
0xC228AC,,_texWaterclear256,_texWaterclear256,RwTexture *,,
0xC228B0,,seabd32Raster,seabd32Raster,RwRaster *,,
0xC228B4,,_texSeabd32,_texSeabd32,RwTexture *,,
0xC228B8,,waterwakeRaster,waterwakeRaster,RwRaster *,,
0xC228BC,,_texWaterwake,_texWaterwake,RwTexture *,,
0xC22910,,WaterVertices,WaterVertices,CWaterVertex *[1021],array,
0xC278F8,,_vertices,_vertices,RxObjSpace3dVertex[],array,
0xC27988,,muIndices,muIndices,RwImVertexIndex,,
0xC27994,,_ZN5CBoat26apFrameWakeGeneratingBoatsE,CBoat::apFrameWakeGeneratingBoats,CBoat *[4],array,
0xC279A4,,word_C279A4,word_C279A4,__int16[],array,
0xC279AC,,word_C279AC,word_C279AC,__int16[],array,
0xC279D8,,_ZN17CTheCarGenerators21m_SpecialPlateHandlerE,CTheCarGenerators::m_SpecialPlateHandler,CSpecialPlateHandler,,
0xC2B9C4,,handling,handling,HandlingDataType,,
0xC37FEC,,dword_C37FEC,dword_C37FEC,int[],array,
0xC37FFC,,_ZN6CTrain14GenTrain_TrackE,CTrain::GenTrain_Track,int,,
0xC38000,,_ZN6CTrain20GenTrain_TrainConfigE,CTrain::GenTrain_TrainConfig,int,,
0xC38008,,_ZN6CTrain23GenTrain_GenerationNodeE,CTrain::GenTrain_GenerationNode,int,,
0xC38014,,NumTrackNodes,NumTrackNodes,int[4],array,
0xC38024,,pTrackNodes,pTrackNodes,CTrainNode *[4],array,
0xC38034,,StationDist,StationDist,float[6],array,
0xC3A200,,unk_C3A200,unk_C3A200,void,,
0xC3A220,,byte_C3A220,byte_C3A220,char[],array,
0xC3AB00,,_ZN18CScripted2dEffects10ms_effectsE,CScripted2dEffects::ms_effects,C2dfxPedAttractor[64],array,
0xC3BB00,,byte_C3BB00,byte_C3BB00,void,,
0xC3E000,,gpCoronaTexture,gpCoronaTexture,RwTexture *,,
0xC3E058,,_ZN8CCoronas8aCoronasE,CCoronas::aCoronas,CRegisteredCorona[],array,
0xC3EF5C,,_ZN18CCustomCarPlateMgr11pCharsetTexE,CCustomCarPlateMgr::pCharsetTex,RwTexture *,,
0xC3EF60,,_ZN18CCustomCarPlateMgr16pPlatebackTexTabE,CCustomCarPlateMgr::pPlatebackTexTab,RwTexture *[3],array,
0xC3EF6C,,_ZN18CCustomCarPlateMgr15pPalette1555TabE,CCustomCarPlateMgr::pPalette1555Tab,int[],array,
0xC3EF78,,pCharsetLockedData,pCharsetLockedData,char *,,
0xC3EF7C,,CurrentLicensePlateMaterial,CurrentLicensePlateMaterial,RpMaterial *,,
0xC3EF84,,_ZN18CCustomRoadsignMgr11pCharsetTexE,CCustomRoadsignMgr::pCharsetTex,RwTexture *,,
0xC3EFB8,,stru_C3EFB8,stru_C3EFB8,RwD3D9Vertex,,
0xC3EFF0,,stru_C3EFF0,stru_C3EFF0,RxObjSpace3dVertex,,
0xC3F03C,,_ZN11CPlayerSkin9m_txdSlotE,CPlayerSkin::m_txdSlot,int,,
0xC3F040,,clump,clump,RpClump *,,
0xC3F048,,angle,angle,float,,
0xC3F050,,_ZN12CPointLights21aCachedMapReadResultsE,CPointLights::aCachedMapReadResults,float[],array,
0xC3F0D4,,_ZN12CPointLights15NextCachedValueE,CPointLights::NextCachedValue,int,,
0xC3F0E4,,,,float[],array,
0xC3F6E0,,_ZN12CPointLights15aCachedMapReadsE,CPointLights::aCachedMapReads,CVector[32],array,
0xC401D8,,stru_C401D8,stru_C401D8,RwD3D9Vertex[4],array,
0xC402B0,,_randomRaster,_randomRaster,RwRaster *,,
0xC402C8,,g_dwBlurLevelImm,g_dwBlurLevelImm,float,,
0xC402D8,,_ZN12CPostEffects18pRasterFrontBufferE,CPostEffects::pRasterFrontBuffer,RwRaster *,,
0xC40350,,g_realTimeShadowMan,g_realTimeShadowMan,CShadowManager,,
0xC403A8,,word_C403A8,word_C403A8,__int16[],array,
0xC403D8,,_ZN8CShadows15pEmptyBunchListE,CShadows::pEmptyBunchList,CPolyBunch *,,
0xC403E0,,gpShadowCarTex,gpShadowCarTex,RwTexture *,,
0xC403E4,,gpShadowPedTex,gpShadowPedTex,RwTexture *,,
0xC403E8,,gpShadowHeliTex,gpShadowHeliTex,RwTexture *,,
0xC403EC,,gpShadowBikeTex,gpShadowBikeTex,RwTexture *,,
0xC403F0,,gpShadowBaronTex,gpShadowBaronTex,RwTexture *,,
0xC403F4,,gpShadowExplosionTex,gpShadowExplosionTex,RwTexture *,,
0xC403F8,,gpShadowHeadLightsTex,gpShadowHeadLightsTex,RwTexture *,,
0xC403FC,,gpShadowHeadLightsTex2,gpShadowHeadLightsTex2,RwTexture *,,
0xC40400,,gpBloodPoolTex,gpBloodPoolTex,RwTexture *,,
0xC40404,,gpHandManTex,gpHandManTex,RwTexture *,,
0xC40408,,gpCrackedGlassTex,gpCrackedGlassTex,RwTexture *,,
0xC4040C,,gpPostShadowTex,gpPostShadowTex,RwTexture *,,
0xC40430,,_ZN8CShadows15asShadowsStoredE,CShadows::asShadowsStored,CRegisteredShadow[48],array,
0xC40DF0,,_ZN8CShadows12aPolyBunchesE,CShadows::aPolyBunches,CPolyBunch[360],array,
0xC4A030,,_ZN8CShadows14aStaticShadowsE,CShadows::aStaticShadows,CStaticShadow[48],array,
0xC4AC30,,_ZN8CShadows17aPermanentShadowsE,CShadows::aPermanentShadows,CPermanentShadow[48],array,
0xC4B6B0,,MAX_DISTANCE_PED_SHADOWS_SQR,MAX_DISTANCE_PED_SHADOWS_SQR,float,,
0xC4B6B8,,dword_C4B6B8,dword_C4B6B8,int[],array,
0xC4B6BC,,dword_C4B6BC,dword_C4B6BC,int[],array,
0xC4B6C4,,dword_C4B6C4,dword_C4B6C4,float,,
0xC4B6C8,,dword_C4B6C8,dword_C4B6C8,float,,
0xC4B718,,flt_C4B718,flt_C4B718,float[],array,
0xC4B71C,,flt_C4B71C,flt_C4B71C,float[],array,
0xC4B724,,flt_C4B724,flt_C4B724,float[],array,
0xC4B728,,flt_C4B728,flt_C4B728,float[],array,
0xC4B730,,dword_C4B730,dword_C4B730,int[],array,
0xC4B734,,dword_C4B734,dword_C4B734,int[],array,
0xC4B73C,,flt_C4B73C,flt_C4B73C,float[],array,
0xC4B740,,flt_C4B740,flt_C4B740,float[],array,
0xC4B79C,,flt_C4B79C,flt_C4B79C,float[],array,
0xC4B7A0,,flt_C4B7A0,flt_C4B7A0,float[],array,
0xC4B7A8,,dword_C4B7A8,dword_C4B7A8,int[],array,
0xC4B7AC,,dword_C4B7AC,dword_C4B7AC,int[],array,
0xC4B810,,flt_C4B810,flt_C4B810,float[],array,
0xC4B814,,flt_C4B814,flt_C4B814,float[],array,
0xC4B818,,flt_C4B818,flt_C4B818,float[],array,
0xC4B81C,,flt_C4B81C,flt_C4B81C,float[],array,
0xC4B820,,dword_C4B820,dword_C4B820,int[],array,
0xC4B824,,dword_C4B824,dword_C4B824,int[],array,
0xC4B828,,flt_C4B828,flt_C4B828,float[],array,
0xC4B82C,,dword_C4B82C,dword_C4B82C,int[],array,
0xC4B830,,dword_C4B830,dword_C4B830,int[],array,
0xC4B834,,flt_C4B834,flt_C4B834,float[],array,
0xC4B838,,dword_C4B838,dword_C4B838,int[],array,
0xC4B83C,,dword_C4B83C,dword_C4B83C,int[],array,
0xC4B844,,dword_C4B844,dword_C4B844,int[],array,
0xC4B848,,dword_C4B848,dword_C4B848,int[],array,
0xC4B8E0,,vertices,vertices,RwD3D9Vertex,,
0xC4B950,,TempBufferVerticesStored,TempBufferVerticesStored,_DWORD,,
0xC4B954,,TempBufferIndicesStored,TempBufferIndicesStored,_DWORD,,
0xC4B958,,TempBufferRenderIndexList,TempBufferRenderIndexList,WORD[4096],array,
0xC4D958,,TempVertexBuffer,TempVertexBuffer,RxObjSpace3dVertex[4],array,
0xC4D9E8,,flt_C4D9E8,flt_C4D9E8,float[],array,
0xC4D9EC,,flt_C4D9EC,flt_C4D9EC,float[],array,
0xC4D9F0,,flt_C4D9F0,flt_C4D9F0,float[],array,
0xC4DA00,,dword_C4DA00,dword_C4DA00,int[],array,
0xC4DA0C,,flt_C4DA0C,flt_C4DA0C,float[],array,
0xC4DA10,,flt_C4DA10,flt_C4DA10,float[],array,
0xC4DA14,,flt_C4DA14,flt_C4DA14,float[],array,
0xC4DA24,,dword_C4DA24,dword_C4DA24,int[],array,
0xC4DA78,,dword_C4DA78,dword_C4DA78,int[],array,
0xC4DA7C,,dword_C4DA7C,dword_C4DA7C,int[],array,
0xC4DA80,,dword_C4DA80,dword_C4DA80,int[],array,
0xC4DA90,,dword_C4DA90,dword_C4DA90,int[],array,
0xC4DA94,,dword_C4DA94,dword_C4DA94,int[],array,
0xC4DA98,,dword_C4DA98,dword_C4DA98,int[],array,
0xC56958,,unk_C56958,unk_C56958,RxObjSpace3dVertex,,
0xC5B158,,unk_C5B158,unk_C5B158,RxObjSpace3dVertex,,
0xC5F958,,unk_C5F958,unk_C5F958,RwD3D9Vertex[],array,
0xC5F9C4,,unk_C5F9C4,unk_C5F9C4,float[10724],array,
0xC6A168,,pFirstAvailableStencilShadowObject,pFirstAvailableStencilShadowObject,CStencilShadowObject *,,
0xC6A16C,,pFirstActiveStencilShadowObject,pFirstActiveStencilShadowObject,CStencilShadowObject *,,
0xC6A170,,_shdData1_C6A170,_shdData1_C6A170,void *,,
0xC6A174,,_shdData2_C6A174,_shdData2_C6A174,void *,,
0xC6A178,,_shdData3_C6A178,_shdData3_C6A178,void *,,
0xC6A17C,,dword_C6A17C,dword_C6A17C,int[],array,
0xC6A198,,stencilShadowObjcts,stencilShadowObjcts,CStencilShadowObject[64],array,
0xC6A8B0,,_ZN6CBirds6aBirdsE,CBirds::aBirds,CBird,,
0xC6AA48,,_ZN6CBirds10BirdShotAtE,CBirds::BirdShotAt,CVector,,
0xC6AA6C,,_ZN7CClouds18IndividualRotationE,CClouds::IndividualRotation,int,,
0xC6AA74,,gpMoonMask,gpMoonMask,RwTexture *,,
0xC6AA78,,gpCloudTex,gpCloudTex,RwTexture *[2],array,
0xC6AAB0,,_ZN7CClouds5ms_vcE,CClouds::ms_vc,tVolumetricClouds,,
0xC6C158,,_ZN7CClouds5ms_mfE,CClouds::ms_mf,tMovingFog,,
0xC6E954,,flt_C6E954,flt_C6E954,float,,
0xC6E958,,gVecPlayerCoors,gVecPlayerCoors,RwV3d,,
0xC6E964,,gVecCameraCoors,gVecCameraCoors,RwV3d,,
0xC6E970,,flt_C6E970,flt_C6E970,float,,
0xC6E9A8,,_ZN11CEscalators6aArrayE,CEscalators::aArray,CEscalator,,
0xC713A8,,_ZN12CPlaneTrails6aArrayE,CPlaneTrails::aArray,CPlaneTrail[3],array,
0xC716A8,,pEmptyChar,pEmptyChar,CFontChar *,,
0xC716E0,,,,CFontChar,,
0xC7187C,,byte_C7187C,byte_C7187C,char[],array,
0xC718B0,,gFontData,gFontData,tFontData[2],array,
0xC71A68,,,,float,,
0xC71A6C,,_ZN5CFont5SlantE,CFont::Slant,float,,
0xC71A74,,,,float,,
0xC71A84,,m_FontBackgroundColor,m_FontBackgroundColor,CRGBA,,
0xC71A88,,m_fWrapx,m_fWrapx,float,,
0xC71A8C,,m_FontCentreSize,m_FontCentreSize,float,,
0xC71A90,,m_fRightJustifyWrap,m_fRightJustifyWrap,float,,
0xC71AD0,,_ZN5CFont6SpriteE,CFont::Sprite,CSprite2d[2],array,
0xC71AD8,,_ZN5CFont12ButtonSpriteE,CFont::ButtonSprite,CSprite2d[15],array,
0xC71B28,,unk_C71B28,unk_C71B28,unsigned int,,
0xC71B2C,,unk_C71B2C,unk_C71B2C,int,,
0xC71B30,,CentersWithTriangle,CentersWithTriangle,CVector2D[5],array,
0xC71B58,,_ZN6CGlass22apEntitiesToBeRenderedE,CGlass::apEntitiesToBeRendered,int[],array,
0xC73CB0,,byte_C73CB0,byte_C73CB0,char[],array,
0xC78610,,dword_C78610,dword_C78610,int[],array,
0xC78688,,word_C78688,word_C78688,__int16[],array,
0xC798E0,,stru_C798E0,stru_C798E0,RwV3d,,
0xC79950,,dword_C79950,dword_C79950,int[],array,
0xC79954,,dword_C79954,dword_C79954,_DWORD[21],array,
0xC799C8,,CSkidmarks::m_aIndices,CSkidmarks__m_aIndices,unsigned __int16[96],array,
0xC79A88,,CSkidmarks::m_pTexture,CSkidmarks__m_pTexture,RwTexture *,,
0xC79AA8,,CSkidmarks::m_aSkidmarks,CSkidmarks__m_aSkidmarks,CSkidmark[32],array,
0xC7C5A8,,stru_C7C5A8,stru_C7C5A8,RwD3D9Vertex,,
0xC7C61C,,_ZN8CMirrors7MirrorVE,CMirrors::MirrorV,float,,
0xC7C620,,_ZN10C3dMarkers19m_user3dMarkerColorE,C3dMarkers::m_user3dMarkerColor,CRGBA,,
0xC7C628,,pVerts,pVerts,RxObjSpace3dVertex[4],array,
0xC7C6B8,,word_C7C6B8,word_C7C6B8,RwImVertexIndex,,
0xC7C6DC,,_ZN10C3dMarkers15m_pRpClumpArrayE,C3dMarkers::m_pRpClumpArray,RpClump *[7],array,
0xC7C718,,gpFinishFlagTex,gpFinishFlagTex,RwTexture *,,
0xC7C71C,,_ZN8CMirrors7pBufferE,CMirrors::pBuffer,RwRaster *,,
0xC7C720,,_ZN8CMirrors8pZBufferE,CMirrors::pZBuffer,RwRaster *,,
0xC7C748,,_ZN13CBulletTraces7aTracesE,CBulletTraces::aTraces,CBulletTrace[16],array,
0xC7CA08,,_ZN18CMotionBlurStreaks8aStreaksE,CMotionBlurStreaks::aStreaks,CRegisteredMotionBlurStreak,,
0xC7CB88,,,,float[],array,
0xC7DD58,,_ZN10C3dMarkers14m_aMarkerArrayE,C3dMarkers::m_aMarkerArray,C3dMarker[32],array,
0xC80258,,_ZN10C3dMarkers16ms_user3dMarkersE,C3dMarkers::ms_user3dMarkers,tUser3dMarker[5],array,
0xC802E8,,_ZN10C3dMarkers18ms_directionArrowsE,C3dMarkers::ms_directionArrows,tDirectionArrow[5],array,
0xC803D8,,_ZN8CMirrors12MirrorNormalE,CMirrors::MirrorNormal,CVector,,
0xC803E8,,tmpWeapFxMat,tmpWeapFxMat,CMatrix,,
0xC80430,,dword_C80430,dword_C80430,_DWORD,,
0xC80434,,stru_C80434,stru_C80434,RwRGBAReal,,
0xC80444,,color,color,RwRGBAReal,,
0xC80458,,_ZN9CSprite2d15nextBufferIndexE,CSprite2d::nextBufferIndex,_DWORD,,
0xC8045C,,_ZN9CSprite2d16nextBufferVertexE,CSprite2d::nextBufferVertex,_DWORD,,
0xC80464,,_ZN9CSprite2d13RecipNearClipE,CSprite2d::RecipNearClip,float,,
0xC80468,,_ZN9CSprite2d10maVerticesE,CSprite2d::maVertices,RwD3D9Vertex,,
0xC80550,,stru_C80550,stru_C80550,RxObjSpace3dVertex[12],array,
0xC80700,,word_C80700,word_C80700,RwImVertexIndex,,
0xC80740,,_ZN13CWaterCannons8aCannonsE,CWaterCannons::aCannons,CWaterCannon[3],array,
0xC812D8,,_ZN8CWeather17HeatHazeFXControlE,CWeather::HeatHazeFXControl,float,,
0xC812F0,,_ZN8CWeather4WindE,CWeather::Wind,float,,
0xC812F4,,_ZN8CWeather9SandstormE,CWeather::Sandstorm,float,,
0xC812F8,,_ZN8CWeather14ExtraSunnynessE,CWeather::ExtraSunnyness,float,,
0xC8130C,,_ZN8CWeather18InterpolationValueE,CWeather::InterpolationValue,float,,
0xC81330,,_ZN8CWeather10WaterDepthE,CWeather::WaterDepth,float,,
0xC81360,,_ZN8CWeather20m_WeatherAudioEntityE,CWeather::m_WeatherAudioEntity,CAEWeatherAudioEntity,,
0xC813E0,,_ZN8CWeather7WindDirE,CWeather::WindDir,CVector,,
0xC81424,,static_CWeather_LinePos2,static_CWeather_LinePos2,CVector,,
0xC81430,,static_CWeather_LinePos1,static_CWeather_LinePos1,CVector,,
0xC81444,,dword_C81444,dword_C81444,float,,
0xC81458,,_ZN14CWindModifiers5ArrayE,CWindModifiers::Array,int[],array,
0xC81598,,ExtraBlocksX,ExtraBlocksX,int[4],array,
0xC815A8,,ExtraBlocksY,ExtraBlocksY,int[4],array,
0xC81C80,,_ZN10CCullZones21aTunnelAttributeZonesE,CCullZones::aTunnelAttributeZones,int,,
0xC87AE8,,dword_C87AE8,dword_C87AE8,void,,
0xC87AF4,,frameList,frameList,rwFrameList,,
0xC87B00,,off_C87B00,off_C87B00,RpGeometry **,,
0xC87C18,,dword_C87C18,dword_C87C18,int[],array,
0xC87C68,,gD3DTextureBuffer,gD3DTextureBuffer,D3DTextureBuffer,,
0xC87E48,,gD3DIndexDataBuffer,gD3DIndexDataBuffer,D3DIndexDataBuffer[17],array,
0xC8800C,,_ZN9CTxdStore11ms_pTxdPoolE,CTxdStore::ms_pTxdPool,CPool *,,
0xC88010,,_ZN9CTxdStore13ms_pStoredTxdE,CTxdStore::ms_pStoredTxd,RwTexDictionary *,,
0xC8804C,,_ZN18CVisibilityPlugins10ms_pCameraE,CVisibilityPlugins::ms_pCamera,RwCamera *,,
0xC88050,,_ZN18CVisibilityPlugins14ms_pCameraPosnE,CVisibilityPlugins::ms_pCameraPosn,CVector *,,
0xC88070,,_ZN18CVisibilityPlugins11m_alphaListE,CVisibilityPlugins::m_alphaList,CLinkList_AlphaObjectInfo_,,
0xC880C8,,_ZN18CVisibilityPlugins21m_alphaBoatAtomicListE,CVisibilityPlugins::m_alphaBoatAtomicList,CLinkList_AlphaObjectInfo_,,
0xC88120,,_ZN18CVisibilityPlugins17m_alphaEntityListE,CVisibilityPlugins::m_alphaEntityList,CLink_AlphaObjectInfo_,,
0xC8818C,,,,CLink_AlphaObjectInfo_,,
0xC88220,,,,void *,,
0xC88224,,_ZN18CVisibilityPlugins18ms_weaponPedsForPCE,CVisibilityPlugins::ms_weaponPedsForPC,CLinkList,,
0xC88258,,dword_C88258,dword_C88258,int[],array,
0xC8825C,,dword_C8825C,dword_C8825C,int[],array,
0xC8826C,,pointsIn,pointsIn,RwV3d,,
0xC8865C,,stru_C8865C,stru_C8865C,RwRGBAReal,,
0xC8866C,,stru_C8866C,stru_C8866C,RwRGBAReal,,
0xC8867C,,flt_C8867C,flt_C8867C,float[],array,
0xC88680,,flt_C88680,flt_C88680,float[],array,
0xC88684,,flt_C88684,flt_C88684,float[],array,
0xC88688,,flt_C88688,flt_C88688,float[],array,
0xC88694,,DirectionalLightColour,DirectionalLightColour,RwRGBAReal,,
0xC886A4,,AmbientLightColour,AmbientLightColour,RwRGBAReal,,
0xC886B4,,DirectionalLightColourForFrame,DirectionalLightColourForFrame,RwRGBAReal,,
0xC886D4,,AmbientLightColourForFrame,AmbientLightColourForFrame,RwRGBAReal,,
0xC886E8,,pAmbient,pAmbient,RpLight *,,
0xC886EC,,pDirect,pDirect,RpLight *,,
0xC886F0,,ObjectAffectingLights,ObjectAffectingLights,RpLight *[6],array,
0xC88740,,aBulletInfos,aBulletInfos,CBulletInfo[8],array,
0xC888A0,,PlayerSniperBulletStart,PlayerSniperBulletStart,CVector,,
0xC888AC,,PlayerSniperBulletEnd,PlayerSniperBulletEnd,CVector,,
0xC888D0,,_ZN10CExplosion22m_ExplosionAudioEntityE,CExplosion::m_ExplosionAudioEntity,CAEExplosionAudioEntity,,
0xC88950,,aExplosions,aExplosions,CExplosion[16],array,
0xC89110,,_ZN15CProjectileInfo15ms_apProjectileE,CProjectileInfo::ms_apProjectile,CObject *[32],array,
0xC891A8,,gaProjectileInfo,gaProjectileInfo,CProjectileInfo[32],array,
0xC89628,,_ZN9CShotInfo14ms_afRandTableE,CShotInfo::ms_afRandTable,float[20],array,
0xC89690,,aShotInfos,aShotInfos,CShotInfo[100],array,
0xC8A7DC,,_ZN7CWeapon16ms_PelletTestColE,CWeapon::ms_PelletTestCol,CColModel,,
0xC8A810,,gpCrossHairTexFlight,gpCrossHairTexFlight,RwTexture *[2],array,
0xC8A818,,gpCrossHairTex,gpCrossHairTex,RwTexture *,,
0xC8A838,,gCrossHair,gCrossHair,CWeaponEffects[2],array,
0xC8A8A8,,g_GunAimingOffsets,g_GunAimingOffsets,CGunAimingOffset[20],array,
0xC8AAB8,,_ZL11aWeaponInfo,aWeaponInfo,CWeaponInfo[80],array,
0xC8CDE8,,dword_C8CDE8,dword_C8CDE8,int[],array,
0xC8CE28,,dword_C8CE28,dword_C8CE28,int[],array,
0xC8CE68,,dword_C8CE68,dword_C8CE68,int[],array,
0xC8CEA8,,dword_C8CEA8,dword_C8CEA8,int[],array,
0xC8CFC0,,subsystemInfo,subsystemInfo,char[],array,
0xC8E0C8,,PC_Scratch,PC_Scratch,char[16384],array,
0xC920D0,,_videoModeList,_videoModeList,char **,,
0xC920D4,,_pvGraphBuilder,_pvGraphBuilder,LPVOID,,
0xC920D8,,_pvMediaControl,_pvMediaControl,IMediaControl *,,
0xC920DC,,_pvMediaEvent,_pvMediaEvent,IMediaEventEx *,,
0xC920E0,,_pvVideoWindow,_pvVideoWindow,IVideoWindow *,,
0xC920E4,,_pvMediaSeeking,_pvMediaSeeking,IMediaSeeking *,,
0xC920F4,,_GcurSel,_GcurSel,WPARAM,,
0xC92134,,_gamma,_gamma,CGamma,,
0xC92168,,byte_C92168,byte_C92168,const CHAR,,
0xC92268,,_tmpUserPath,_tmpUserPath,char[],array,
0xC92368,,gta_user_dir_path,gta_user_dir_path,BYTE,,
0xC92484,,__rpAtomicFreeList,__rpAtomicFreeList,RwFreeList,,
0xC924B4,,__rpClumpFreeList,__rpClumpFreeList,RwFreeList,,
0xC924EC,,__rpMaterialFreeList,__rpMaterialFreeList,RwFreeList,,
0xC9251C,,_D3D9OldRestoreDeviceCallback,_D3D9OldRestoreDeviceCallback,int (*)(void),function,
0xC92528,,inPlaceSpaceForFreeListStruct,inPlaceSpaceForFreeListStruct,RwFreeList,,
0xC92554,,stru_C92554,stru_C92554,RwFreeList,,
0xC92578,,stru_C92578,stru_C92578,RwFreeList,,
0xC925B4,,__rpLightFreeList,__rpLightFreeList,RwFreeList,,
0xC925E0,,g_Light,g_Light,D3DLIGHT9,,
0xC92648,,_DirectionalLight,_DirectionalLight,D3DLIGHT9,,
0xC926F8,,_VertexShaderCache,_VertexShaderCache,int[],array,
0xC9270C,,dword_C9270C,dword_C9270C,int[],array,
0xC94AF8,,_D3D9NumConstantsEffect,_D3D9NumConstantsEffect,int[],array,
0xC94C30,,_D3D9ViewProjTransform,_D3D9ViewProjTransform,D3DMATRIX,,
0xC94C70,,_D3D9ActiveTransform,_D3D9ActiveTransform,RwMatrixTag *,,
0xC94C7C,,_D3D9ActiveNormalizedTransform,_D3D9ActiveNormalizedTransform,RwMatrixTag *,,
0xC97054,,__rpHAnimHierarchyFreeList,__rpHAnimHierarchyFreeList,RwFreeList,,
0xC97078,,__rpSkinFreeList,__rpSkinFreeList,RwFreeList,,
0xC970A0,,gVS_WorldViewProj,gVS_WorldViewProj,D3DMATRIX,,
0xC978F4,,__rpUVAnimCustomDataFreeList,__rpUVAnimCustomDataFreeList,RwFreeList *,,
0xC97904,,byte_C97904,byte_C97904,char[],array,
0xC97908,,__rwStreamFreeList,__rwStreamFreeList,RwFreeList,,
0xC9793C,,__rwCameraFreeList,__rwCameraFreeList,RwFreeList,,
0xC97974,,_frameFreeList,_frameFreeList,RwFreeList,,
0xC97998,,stru_C97998,stru_C97998,RwFreeList,,
0xC97B00,,unk_C97B00,unk_C97B00,int (__cdecl *)(_DWORD),function,
0xC97B24,,_RwEngineInstance,_RwEngineInstance,RwGlobals *,,
0xC97B28,,__rwTexDictionaryFreeList,__rwTexDictionaryFreeList,RwFreeList,,
0xC97B4C,,_textureModuleOffset,_textureModuleOffset,RwTextureModule *,,
0xC97B54,,__rwTextureFreeList,__rwTextureFreeList,RwFreeList,,
0xC97B78,,_rootTxd,_rootTxd,int,,
